Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 9047,2,3,1.0,4,153.2,133.59,4.34,154,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.9,38.3,https://www.airbnb.com/rooms/sample_21361,Shoulder
Sample Property 9071,3,4,3.0,7,345.96,191.03,3.97,180,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.2,49.42,https://www.airbnb.com/rooms/sample_85436,Peak
Sample Property 9593,4,6,4.0,10,276.96,197.5,4.7,5,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.1,27.7,https://www.airbnb.com/rooms/sample_26854,Shoulder
Sample Property 1393,1,2,1.0,3,121.77,96.51,4.82,91,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.4,40.59,https://www.airbnb.com/rooms/sample_68922,Off-Peak
Sample Property 7833,3,3,2.0,7,156.73,165.76,5.0,103,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.8,22.39,https://www.airbnb.com/rooms/sample_99271,Off-Peak
Sample Property 9101,2,2,1.0,5,102.21,131.47,4.53,112,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.9,20.44,https://www.airbnb.com/rooms/sample_15188,Off-Peak
Sample Property 8013,2,2,1.0,6,135.58,135.02,4.69,189,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.6,22.6,https://www.airbnb.com/rooms/sample_41832,Off-Peak
Sample Property 5357,4,4,3.0,10,171.76,192.7,3.67,239,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.4,17.18,https://www.airbnb.com/rooms/sample_21169,Off-Peak
Sample Property 9728,1,1,1.0,4,128.5,80.63,3.72,233,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",5.0,32.12,https://www.airbnb.com/rooms/sample_53016,Shoulder
Sample Property 3276,3,3,2.0,8,292.12,156.95,3.58,79,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.5,36.52,https://www.airbnb.com/rooms/sample_95360,Peak
Sample Property 1028,5,7,4.0,12,461.11,244.42,4.69,15,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.7,38.43,https://www.airbnb.com/rooms/sample_87676,Peak
Sample Property 1572,3,5,2.0,6,146.6,167.08,3.83,102,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.1,24.43,https://www.airbnb.com/rooms/sample_38675,Off-Peak
Sample Property 4808,4,5,3.0,8,394.87,189.07,4.34,114,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.8,49.36,https://www.airbnb.com/rooms/sample_46413,Peak
Sample Property 1604,5,5,4.0,12,452.37,264.04,3.92,144,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.6,37.7,https://www.airbnb.com/rooms/sample_93956,Peak
Sample Property 8846,4,5,3.0,8,168.97,191.47,3.51,269,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",5.0,21.12,https://www.airbnb.com/rooms/sample_48878,Off-Peak
Sample Property 7256,4,4,3.0,10,297.59,203.78,4.21,288,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.4,29.76,https://www.airbnb.com/rooms/sample_89923,Shoulder
Sample Property 3986,3,5,3.0,7,248.38,164.9,4.37,176,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.2,35.48,https://www.airbnb.com/rooms/sample_5753,Shoulder
Sample Property 3934,2,3,1.0,6,118.43,132.43,4.8,185,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.1,19.74,https://www.airbnb.com/rooms/sample_37910,Off-Peak
Sample Property 6061,1,1,1.0,4,139.84,70.79,4.23,105,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.3,34.96,https://www.airbnb.com/rooms/sample_20390,Shoulder
Sample Property 6260,3,4,2.0,8,236.58,183.13,4.29,183,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.1,29.57,https://www.airbnb.com/rooms/sample_23228,Shoulder
Sample Property 6322,2,3,2.0,6,183.89,132.68,4.12,115,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.9,30.65,https://www.airbnb.com/rooms/sample_21391,Shoulder
Sample Property 3653,2,3,1.0,4,91.24,130.72,3.7,64,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.3,22.81,https://www.airbnb.com/rooms/sample_97428,Off-Peak
Sample Property 1864,5,7,5.0,12,275.92,245.33,4.47,291,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.1,22.99,https://www.airbnb.com/rooms/sample_46541,Off-Peak
Sample Property 2834,5,6,4.0,11,242.04,255.24,4.28,185,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.7,22.0,https://www.airbnb.com/rooms/sample_55284,Off-Peak
Sample Property 2439,2,4,1.0,5,152.69,120.08,4.58,55,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.3,30.54,https://www.airbnb.com/rooms/sample_78200,Shoulder
Sample Property 1556,4,6,4.0,9,250.27,215.62,3.65,104,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.1,27.81,https://www.airbnb.com/rooms/sample_19623,Off-Peak
Sample Property 1370,1,2,1.0,3,183.51,81.66,3.61,210,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.6,61.17,https://www.airbnb.com/rooms/sample_76350,Shoulder
Sample Property 2667,5,5,5.0,11,344.8,247.79,4.5,76,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.2,31.35,https://www.airbnb.com/rooms/sample_6850,Shoulder
Sample Property 1832,1,2,1.0,2,133.57,101.32,4.82,187,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.7,66.78,https://www.airbnb.com/rooms/sample_75258,Shoulder
Sample Property 4262,1,3,1.0,4,171.59,85.77,4.2,224,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.3,42.9,https://www.airbnb.com/rooms/sample_50618,Peak
Sample Property 4541,4,4,4.0,9,426.73,219.15,4.41,103,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.3,47.41,https://www.airbnb.com/rooms/sample_38410,Peak
Sample Property 7035,2,4,1.0,4,190.02,130.34,4.81,104,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.6,47.51,https://www.airbnb.com/rooms/sample_92477,Peak
Sample Property 1539,2,3,1.0,4,207.89,138.67,4.94,108,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.1,51.97,https://www.airbnb.com/rooms/sample_36491,Peak
Sample Property 7458,4,5,3.0,10,304.06,215.24,3.77,197,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.8,30.41,https://www.airbnb.com/rooms/sample_17353,Shoulder
Sample Property 4531,2,2,2.0,5,285.09,133.96,4.28,42,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.8,57.02,https://www.airbnb.com/rooms/sample_32450,Peak
Sample Property 4185,2,2,2.0,5,211.85,130.23,4.09,165,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",5.0,42.37,https://www.airbnb.com/rooms/sample_66325,Shoulder
Sample Property 7902,2,2,1.0,5,73.56,131.77,4.17,195,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.7,14.71,https://www.airbnb.com/rooms/sample_97009,Off-Peak
Sample Property 6909,5,7,4.0,11,339.92,251.97,4.81,158,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.3,30.9,https://www.airbnb.com/rooms/sample_72205,Shoulder
Sample Property 3463,1,2,1.0,2,162.97,90.06,4.01,296,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.3,81.48,https://www.airbnb.com/rooms/sample_92265,Peak
Sample Property 8848,1,1,1.0,4,133.77,102.29,4.85,273,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.5,33.44,https://www.airbnb.com/rooms/sample_11295,Shoulder
Sample Property 6255,2,3,1.0,5,216.28,123.83,4.47,235,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.8,43.26,https://www.airbnb.com/rooms/sample_78323,Peak
Sample Property 7791,1,2,1.0,2,155.29,105.23,4.51,171,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.9,77.64,https://www.airbnb.com/rooms/sample_81755,Peak
Sample Property 9297,5,7,5.0,10,519.52,263.99,3.64,274,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Old Bend, Bend, OR",4.0,51.95,https://www.airbnb.com/rooms/sample_33013,Peak
Sample Property 6487,2,3,1.0,5,134.04,153.49,3.57,32,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.7,26.81,https://www.airbnb.com/rooms/sample_36143,Off-Peak
Sample Property 8631,2,2,1.0,6,192.49,129.18,4.12,176,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.5,32.08,https://www.airbnb.com/rooms/sample_1313,Shoulder
Sample Property 3877,3,5,2.0,8,167.22,172.9,4.12,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.5,20.9,https://www.airbnb.com/rooms/sample_50763,Off-Peak
Sample Property 9853,5,7,4.0,10,242.75,241.73,4.3,280,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.3,24.27,https://www.airbnb.com/rooms/sample_19511,Off-Peak
Sample Property 6221,5,5,4.0,11,454.26,242.16,3.74,291,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.9,41.3,https://www.airbnb.com/rooms/sample_36913,Peak
Sample Property 5366,1,3,1.0,4,208.92,80.01,4.3,75,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.0,52.23,https://www.airbnb.com/rooms/sample_69673,Peak
Sample Property 6310,2,3,2.0,6,275.01,121.5,4.79,140,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.7,45.84,https://www.airbnb.com/rooms/sample_10436,Peak
Sample Property 8819,1,3,1.0,2,63.28,111.36,4.88,93,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.3,31.64,https://www.airbnb.com/rooms/sample_5913,Off-Peak
Sample Property 5784,3,3,2.0,7,261.53,162.61,4.69,208,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.5,37.36,https://www.airbnb.com/rooms/sample_24723,Shoulder
Sample Property 2721,1,2,1.0,3,97.96,87.48,4.19,206,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.1,32.65,https://www.airbnb.com/rooms/sample_21687,Off-Peak
Sample Property 1909,3,4,2.0,8,226.03,170.14,3.61,92,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.6,28.25,https://www.airbnb.com/rooms/sample_61265,Shoulder
Sample Property 8464,4,6,4.0,9,284.59,219.48,4.99,72,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.1,31.62,https://www.airbnb.com/rooms/sample_13740,Shoulder
Sample Property 4653,2,4,2.0,5,104.31,138.82,3.51,52,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.2,20.86,https://www.airbnb.com/rooms/sample_21535,Off-Peak
Sample Property 6873,2,2,1.0,5,154.77,136.89,4.53,212,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.8,30.95,https://www.airbnb.com/rooms/sample_14729,Shoulder
Sample Property 5537,2,2,1.0,6,231.89,119.52,3.62,160,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.3,38.65,https://www.airbnb.com/rooms/sample_68050,Peak
Sample Property 1179,2,3,1.0,5,185.93,141.79,3.57,162,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.1,37.19,https://www.airbnb.com/rooms/sample_56096,Shoulder
Sample Property 7802,4,6,4.0,10,216.53,222.41,4.28,270,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.7,21.65,https://www.airbnb.com/rooms/sample_11174,Off-Peak
Sample Property 4770,2,3,1.0,4,168.98,130.83,4.19,185,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.9,42.24,https://www.airbnb.com/rooms/sample_90899,Shoulder
Sample Property 6392,5,7,4.0,12,470.15,235.21,4.97,60,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.5,39.18,https://www.airbnb.com/rooms/sample_96579,Peak
Sample Property 8407,2,2,2.0,4,145.93,137.96,4.72,195,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.7,36.48,https://www.airbnb.com/rooms/sample_61359,Off-Peak
Sample Property 5382,2,4,1.0,5,218.72,115.06,4.13,230,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.5,43.74,https://www.airbnb.com/rooms/sample_82601,Peak
Sample Property 4413,4,6,4.0,8,412.0,202.55,3.88,220,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.9,51.5,https://www.airbnb.com/rooms/sample_78098,Peak
Sample Property 3107,3,3,3.0,8,129.61,175.49,3.71,269,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.8,16.2,https://www.airbnb.com/rooms/sample_15168,Off-Peak
Sample Property 5302,4,5,3.0,10,194.39,203.14,3.74,3,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.3,19.44,https://www.airbnb.com/rooms/sample_96214,Off-Peak
Sample Property 5725,3,4,3.0,7,241.8,180.82,4.11,213,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.2,34.54,https://www.airbnb.com/rooms/sample_25458,Shoulder
Sample Property 4988,4,5,3.0,10,394.19,204.39,3.64,256,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.1,39.42,https://www.airbnb.com/rooms/sample_97244,Peak
Sample Property 5151,1,1,1.0,2,144.62,93.67,4.76,68,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.1,72.31,https://www.airbnb.com/rooms/sample_65793,Peak
Sample Property 2975,2,3,2.0,4,222.82,116.44,4.45,60,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.9,55.7,https://www.airbnb.com/rooms/sample_72323,Shoulder
Sample Property 5943,3,3,2.0,6,310.59,175.17,3.9,147,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.4,51.76,https://www.airbnb.com/rooms/sample_11352,Peak
Sample Property 3108,1,2,1.0,2,153.58,85.6,4.61,218,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.2,76.79,https://www.airbnb.com/rooms/sample_12003,Peak
Sample Property 1382,5,5,4.0,10,378.29,250.36,4.14,226,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.7,37.83,https://www.airbnb.com/rooms/sample_46875,Shoulder
Sample Property 5217,5,6,5.0,12,510.2,243.51,3.76,153,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.5,42.52,https://www.airbnb.com/rooms/sample_97124,Peak
Sample Property 2025,3,3,2.0,6,364.06,167.69,4.28,71,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.1,60.68,https://www.airbnb.com/rooms/sample_15832,Peak
Sample Property 5711,3,4,2.0,6,229.67,161.57,4.67,60,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.3,38.28,https://www.airbnb.com/rooms/sample_53025,Shoulder
Sample Property 3666,3,3,2.0,8,317.01,157.55,4.72,122,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.3,39.63,https://www.airbnb.com/rooms/sample_31569,Peak
Sample Property 6890,4,6,3.0,9,398.12,236.21,4.96,182,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.4,44.24,https://www.airbnb.com/rooms/sample_82477,Peak
Sample Property 1671,4,4,4.0,10,201.69,217.52,4.57,231,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.7,20.17,https://www.airbnb.com/rooms/sample_65140,Off-Peak
Sample Property 1500,3,3,2.0,8,212.99,176.98,4.15,58,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.2,26.62,https://www.airbnb.com/rooms/sample_49753,Shoulder
Sample Property 5482,1,1,1.0,3,187.21,80.89,4.76,232,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.1,62.4,https://www.airbnb.com/rooms/sample_12501,Peak
Sample Property 4218,2,2,1.0,6,142.92,146.72,4.99,277,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.4,23.82,https://www.airbnb.com/rooms/sample_4240,Shoulder
Sample Property 7468,1,1,1.0,2,145.33,98.68,3.56,79,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.5,72.67,https://www.airbnb.com/rooms/sample_38986,Shoulder
Sample Property 5562,1,3,1.0,4,90.53,89.47,4.24,224,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",5.0,22.63,https://www.airbnb.com/rooms/sample_14909,Off-Peak
Sample Property 2631,4,6,3.0,10,405.96,191.27,3.62,262,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",5.0,40.6,https://www.airbnb.com/rooms/sample_58831,Peak
Sample Property 3819,4,5,4.0,8,407.15,216.84,3.88,160,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.5,50.89,https://www.airbnb.com/rooms/sample_17791,Peak
Sample Property 3690,2,4,1.0,5,129.92,123.22,3.99,217,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.4,25.98,https://www.airbnb.com/rooms/sample_57731,Off-Peak
Sample Property 6778,2,2,1.0,4,108.0,127.97,4.75,202,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.8,27.0,https://www.airbnb.com/rooms/sample_91208,Off-Peak
Sample Property 4561,2,2,2.0,4,262.69,123.52,4.62,220,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.3,65.67,https://www.airbnb.com/rooms/sample_64596,Peak
Sample Property 5268,3,5,3.0,7,323.75,191.05,3.85,127,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.6,46.25,https://www.airbnb.com/rooms/sample_27207,Peak
Sample Property 1544,1,3,1.0,2,148.72,68.46,4.62,191,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.9,74.36,https://www.airbnb.com/rooms/sample_27051,Shoulder
Sample Property 9399,3,3,2.0,8,194.83,173.93,4.6,122,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.8,24.35,https://www.airbnb.com/rooms/sample_56912,Off-Peak
Sample Property 8028,2,2,1.0,4,95.03,135.19,3.97,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.2,23.76,https://www.airbnb.com/rooms/sample_45803,Off-Peak
Sample Property 1656,5,7,4.0,10,228.58,234.14,4.89,268,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.2,22.86,https://www.airbnb.com/rooms/sample_42723,Off-Peak
Sample Property 7182,1,1,1.0,3,198.1,88.66,4.37,172,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.8,66.03,https://www.airbnb.com/rooms/sample_91111,Peak
Sample Property 4683,2,2,2.0,6,127.32,125.78,4.23,257,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.9,21.22,https://www.airbnb.com/rooms/sample_27819,Off-Peak
Sample Property 7010,5,7,5.0,10,494.42,270.53,4.77,215,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.3,49.44,https://www.airbnb.com/rooms/sample_77062,Peak
Sample Property 4148,1,3,1.0,2,82.74,98.54,3.76,46,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.5,41.37,https://www.airbnb.com/rooms/sample_19978,Off-Peak
Sample Property 7338,1,1,1.0,2,164.29,111.0,3.64,295,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.9,82.14,https://www.airbnb.com/rooms/sample_38035,Shoulder
Sample Property 4235,3,5,3.0,6,289.15,162.29,3.9,76,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.6,48.19,https://www.airbnb.com/rooms/sample_14440,Shoulder
Sample Property 4080,4,6,3.0,10,199.51,225.79,3.55,205,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.1,19.95,https://www.airbnb.com/rooms/sample_77079,Off-Peak
Sample Property 5114,3,4,2.0,7,310.67,173.03,3.77,21,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.7,44.38,https://www.airbnb.com/rooms/sample_46515,Peak
Sample Property 6876,3,4,2.0,8,171.74,166.46,4.87,58,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.2,21.47,https://www.airbnb.com/rooms/sample_95194,Off-Peak
Sample Property 4659,3,4,3.0,7,360.82,157.35,4.53,232,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.6,51.55,https://www.airbnb.com/rooms/sample_26798,Peak
Sample Property 1187,1,1,1.0,3,137.9,82.13,4.8,198,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.1,45.97,https://www.airbnb.com/rooms/sample_20567,Shoulder
Sample Property 6220,5,6,5.0,10,265.04,241.86,4.7,162,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.6,26.5,https://www.airbnb.com/rooms/sample_41788,Off-Peak
Sample Property 9635,3,4,2.0,6,336.55,192.09,4.93,233,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.0,56.09,https://www.airbnb.com/rooms/sample_79302,Peak
Sample Property 9235,1,3,1.0,2,194.49,94.48,4.77,230,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.4,97.25,https://www.airbnb.com/rooms/sample_94239,Peak
Sample Property 3015,5,7,4.0,11,355.37,258.72,4.93,225,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.9,32.31,https://www.airbnb.com/rooms/sample_75852,Shoulder
Sample Property 8902,3,5,3.0,6,320.3,167.51,3.81,165,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.2,53.38,https://www.airbnb.com/rooms/sample_76096,Peak
Sample Property 5023,1,2,1.0,2,120.46,88.98,4.73,255,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.1,60.23,https://www.airbnb.com/rooms/sample_64681,Shoulder
Sample Property 2391,2,2,2.0,6,140.75,128.51,4.11,231,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.3,23.46,https://www.airbnb.com/rooms/sample_82666,Shoulder
Sample Property 4718,5,5,4.0,11,262.43,254.95,4.91,2,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.7,23.86,https://www.airbnb.com/rooms/sample_23556,Off-Peak
Sample Property 3590,1,2,1.0,3,109.68,91.26,4.24,206,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.4,36.56,https://www.airbnb.com/rooms/sample_57200,Off-Peak
Sample Property 2995,1,1,1.0,4,203.99,89.68,3.89,162,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.3,51.0,https://www.airbnb.com/rooms/sample_8525,Peak
